"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-01-25,"EX",1063987,2.242,911213,2.271,39275,0,1000,40275,3.785,2.992,0,0,0,0,6825,0,0,6825,0.641,33125,31849,1276,3.113,82.247,2.677,49,0.005,0.148,49,0,5512,0.518,-23.73,1.623,32487,638,31849,3.053,0.06,3.565,0.07,49,0,0.005,0,4874,638,0.458,0.06,0.535,0.07,0.151,-26.028,0,0,19.402,33.452,26.105,-67.914
"GA",2021-01-25,"GA",2701819,5.694,2362643,5.887,66805,0,1800,68605,2.539,5.097,0,0,0,0,10725,0,0,10725,0.397,66873,49669,17204,2.475,97.475,5.403,493,0.018,0.743,27,466,10392,0.385,-14.378,3.06,58271,8602,49669,2.157,0.318,2.466,0.364,27,466,0.001,0.017,1940,8452,0.072,0.313,0.082,0.358,0.046,-52.694,5.728,5.177,-5.111,-10.485,-10.905,70.053
"RI",2021-01-25,"RI",319914,0.674,270788,0.675,11765,0,200,11965,3.74,0.889,0,0,0,0,2925,0,0,2925,0.914,9166,8532,634,2.865,76.607,0.741,66,0.021,0.725,66,0,1405,0.439,-27.652,0.414,8849,317,8532,2.766,0.099,3.268,0.117,66,0,0.021,0,1088,317,0.34,0.099,0.402,0.117,0.751,-33.046,0,0,9.941,31.899,14.25,-47.059
"MD",2021-01-25,"MD",6779888,14.288,5695623,14.193,171915,0,4700,176615,2.605,13.12,0,0,0,0,24375,0,0,24375,0.36,165514,160246,5268,2.441,93.715,13.374,3579,0.053,2.21,3455,124,61024,0.9,-7.959,17.967,162880,2634,160246,2.402,0.039,2.86,0.046,3455,124,0.051,0.002,58866,2158,0.868,0.032,1.034,0.038,2.167,-8.178,4.94,-1.596,-6.397,-8.175,-0.785,-79.144
"MC",2021-01-25,"MC",1511251,3.185,1237479,3.084,45185,0,1200,46385,3.069,3.446,0,0,0,0,6825,0,0,6825,0.452,46444,37550,8894,3.073,100.127,3.753,1394,0.092,3.094,607,787,12341,0.817,-7.308,3.633,41997,4447,37550,2.779,0.294,3.394,0.359,607,787,0.04,0.052,7894,4447,0.522,0.294,0.638,0.359,1.467,-18.231,21.503,21.503,17.834,8.195,14.787,57.219
"NC",2021-01-25,"NC",661197,1.393,552935,1.378,20625,0,500,21125,3.195,1.569,0,0,0,0,2925,0,0,2925,0.442,17053,15435,1618,2.579,80.724,1.378,248,0.038,1.476,247,1,5219,0.789,-10.234,1.537,16244,809,15435,2.457,0.122,2.938,0.146,247,1,0.037,0,4410,809,0.667,0.122,0.798,0.146,1.544,-11.906,0.124,0.124,-1.077,12.635,1.487,-34.759
"PV",2021-01-25,"PV",2220504,4.68,1898123,4.73,55980,0,1400,57380,2.584,4.263,0,0,0,0,8775,0,0,8775,0.395,46124,39414,6710,2.077,80.383,3.727,1550,0.07,3.477,1446,104,20598,0.928,2.636,6.064,42769,3355,39414,1.926,0.151,2.253,0.177,1446,104,0.065,0.005,17243,3355,0.777,0.151,0.908,0.177,3.499,2.527,3.199,3.199,-20.363,-8.91,-20.446,-19.251
"CE",2021-01-25,"CE",84202,0.177,66158,0.165,1980,0,200,2180,2.589,0.162,0,0,0,0,975,0,0,975,1.158,1692,946,746,2.009,77.615,0.137,17,0.02,1.015,17,0,711,0.844,0.566,0.209,1319,373,946,1.566,0.443,1.994,0.564,17,0,0.02,0,367,344,0.436,0.409,0.555,0.52,1.306,3.672,0,-2.825,-22.599,-8.475,-35.316,136.898
"ML",2021-01-25,"ML",87076,0.184,66178,0.165,1980,0,200,2180,2.504,0.162,0,0,0,0,975,0,0,975,1.12,1500,1094,406,1.723,68.807,0.121,0,0,0,0,0,211,0.242,-8.658,0.062,1297,203,1094,1.49,0.233,1.96,0.307,0,0,0,0,8,203,0.009,0.233,0.012,0.307,0,-71.429,0,0,-34.239,-11.957,-38.455,24.599
"FFAA",2021-01-25,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-01-25,"ES",47450795,100,40129822,100,1310400,0,35700,1346100,2.837,100,0,0,0,0,202800,0,0,202800,0.427,1237593,1060197,177396,2.608,91.939,100,23923,0.05,1.971,17176,6747,339651,0.716,-5.317,100,1148895,88698,1060197,2.421,0.187,2.863,0.221,17175,6747,0.036,0.014,253268,86383,0.534,0.182,0.631,0.215,1.518,-9.001,8.233,7.431,0,0,0,0
