"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-02-09,"EX",1063987,2.242,911213,2.271,62675,4300,2500,69475,6.53,2.88,0,4300,0,4300,11700,4300,1500,17500,1.645,69271,41881,54780,6.511,99.706,3.196,1265,480,1570,0.119,1.86,19568,2954,33228,1.839,-5.304,3.96,41881,14491,27390,3.936,2.574,1.362,4.596,3.006,1.59,480,785,0.045,0.074,2954,16614,0.278,1.561,0.324,1.823,1.159,9.205,2.951,-7.489,42.551,28.457,40.571,45.588
"GA",2021-02-09,"GA",2701819,5.694,2362643,5.887,108925,11000,4500,124425,4.605,5.157,0,11000,0,11000,21060,11000,2700,34760,1.287,114111,59607,109008,4.223,91.711,5.265,3115,35,6160,0.115,2.806,26375,936,50878,0.976,4.34,5.337,59607,5103,54504,2.206,2.017,0.189,2.523,2.307,0.216,35,3080,0.001,0.114,936,25439,0.035,0.942,0.04,1.077,0.059,-1.681,5.989,4.575,-7.534,-9.431,-21.214,14.084
"RI",2021-02-09,"RI",319914,0.674,270788,0.675,17615,1300,600,19515,6.1,0.809,0,1300,0,1300,3510,1300,400,5210,1.629,18324,10547,15554,5.728,93.897,0.845,521,305,432,0.163,2.926,5109,810,8598,1.597,-15.034,1.034,10547,2770,7777,3.297,2.431,0.866,3.895,2.872,1.023,305,216,0.095,0.068,810,4299,0.253,1.344,0.299,1.588,2.978,-14.013,2.857,-15.224,25.371,20.03,17.75,37.5
"MD",2021-02-09,"MD",6779888,14.288,5695623,14.193,280725,27700,11600,320025,4.72,13.265,0,27700,0,27700,52650,27700,6900,87250,1.287,282690,180486,204408,4.17,88.334,13.044,15859,300,31118,0.234,5.943,83195,5303,155784,1.227,9.629,16.835,180486,78282,102204,2.662,1.507,1.155,3.169,1.794,1.374,300,15559,0.004,0.229,5303,77892,0.078,1.149,0.093,1.368,0.166,4.39,17.957,10.005,-8.707,-7.16,-4.929,-14.762
"MC",2021-02-09,"MC",1511251,3.185,1237479,3.084,73265,6200,3000,82465,5.457,3.418,0,6200,0,6200,14040,6200,1800,22040,1.458,77602,51658,51888,5.135,94.103,3.581,1810,178,3264,0.12,2.388,16871,3507,26728,1.116,-1.079,3.414,51658,25714,25944,3.418,1.717,1.702,4.174,2.097,2.078,178,1632,0.012,0.108,3507,13364,0.232,0.884,0.283,1.08,0.346,-13.107,6.713,2.65,12.433,7.316,22.071,-2.885
"NC",2021-02-09,"NC",661197,1.393,552935,1.378,33495,2700,1300,37495,5.671,1.554,0,2700,0,2700,5850,2700,800,9350,1.414,35585,23076,25018,5.382,94.906,1.642,1312,242,2140,0.198,3.828,8806,2617,12378,1.332,-3.833,1.782,23076,10567,12509,3.49,1.892,1.598,4.173,2.262,1.911,242,1070,0.037,0.162,2617,6189,0.396,0.936,0.473,1.119,1.06,-12.738,9.354,0.503,17.875,11.558,24.643,7.014
"PV",2021-02-09,"PV",2220504,4.68,1898123,4.73,91080,9100,3600,103780,4.674,4.302,0,9100,0,9100,16380,9100,2200,27680,1.247,75634,49335,52598,3.406,72.879,3.49,2655,358,4594,0.12,3.638,16052,3812,24480,0.723,2.131,3.248,49335,23036,26299,2.222,1.184,1.037,2.599,1.386,1.214,358,2297,0.016,0.103,3812,12240,0.172,0.551,0.201,0.645,0.731,-4.509,9.57,4.392,-25.427,-8.077,-20.643,-33.032
"CE",2021-02-09,"CE",84202,0.177,66158,0.165,1980,400,200,2580,3.064,0.107,0,400,0,400,0,400,0,400,0.475,2218,1254,1928,2.634,85.969,0.102,0,0,0,0,0,268,52,432,0.318,-18.293,0.054,1254,290,964,1.489,1.145,0.344,1.895,1.457,0.438,0,0,0,0,52,216,0.062,0.257,0.079,0.326,0,0,0,-21.739,-42.373,-39.548,-46.821,-35.238
"ML",2021-02-09,"ML",87076,0.184,66178,0.165,1980,400,200,2580,2.963,0.107,0,400,0,400,0,400,0,400,0.459,2399,1319,2160,2.755,92.984,0.111,1,-8,18,0.001,0.042,51,11,80,0.059,-82.105,0.01,1319,239,1080,1.515,1.24,0.274,1.993,1.632,0.361,-8,9,-0.009,0.01,11,40,0.013,0.046,0.017,0.06,-0.603,-45,0.84,-84.906,-39.674,-41.848,-45.893,-29.864
"FFAA",2021-02-09,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-02-09,"ES",47450795,100,40129822,100,2131155,193800,87600,2412555,5.084,100,0,193800,0,193800,397800,193800,51900,643500,1.356,2167241,1328459,1677564,4.567,89.832,100,62208,9833,104750,0.131,2.955,494187,73924,840526,1.041,-0.32,100,1328459,489677,838782,2.8,1.768,1.032,3.31,2.09,1.22,9833,52375,0.021,0.11,73924,420263,0.156,0.886,0.184,1.047,0.746,9.913,6.66,-1.926,0,0,0,0
