"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_1dosis_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","personas_1dosis_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-04-12,"EX",1063987,2.242,911213,2.271,211265,70900,28100,310265,29.161,2.587,0,0,0,0,32760,23000,0,55760,5.241,299027,126555,172472,28.104,96.378,2.773,4598,0.432,1.562,62599,5.883,5.556,3.067,212791,126555,86236,19.999,8.105,11.894,23.352,9.464,13.889,4496,102,0.423,0.01,4394,53134,9465,4.994,0.89,5.831,1.039,43669,2.158,6.396,0.118,1.079,23.684,15.388,23.618,23.722
"GA",2021-04-12,"GA",2701819,5.694,2362643,5.887,532465,180300,73600,786365,29.105,6.556,0,0,0,0,105300,58400,0,163700,6.059,732686,360574,372112,27.118,93.174,6.794,24971,0.924,3.528,191963,7.105,9.514,9.404,546630,360574,186056,20.232,6.886,13.346,23.136,7.875,15.261,24766,204,0.917,0.008,24562,177079,14884,6.554,0.551,7.495,0.63,162195,4.746,10.467,0.11,-0.687,19.319,15.139,25.059,5.114
"RI",2021-04-12,"RI",319914,0.674,270788,0.675,59735,21300,7800,88835,27.768,0.741,0,0,0,0,9360,6900,0,16260,5.083,82070,32362,49708,25.654,92.385,0.761,1042,0.326,1.286,14583,4.558,7.695,0.714,57216,32362,24854,17.885,7.769,10.116,21.129,9.178,11.951,998,44,0.312,0.014,954,13289,1294,4.154,0.404,4.908,0.478,11995,1.775,8.12,0.177,3.52,12.908,9.941,10.551,18.593
"MD",2021-04-12,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.218,0,0,0,0,157950,146700,0,304650,4.493,1419575,556325,863250,20.938,89.542,13.162,30604,0.451,2.203,275206,4.059,8.41,13.482,987950,556325,431625,14.572,6.366,8.206,17.346,7.578,9.768,28817,1786,0.425,0.026,27031,220949,54257,3.259,0.8,3.879,0.953,166692,3.004,9.732,0.416,3.339,-7.881,-7.489,-9.927,-2.824
"MC",2021-04-12,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,2.994,0,0,0,0,31590,32700,0,64290,4.254,285613,86801,198812,18.899,79.541,2.648,2449,0.162,0.865,26614,1.761,4.471,1.304,186207,86801,99406,12.321,6.578,5.744,15.047,8.033,7.014,2227,222,0.147,0.015,2005,17666,8948,1.169,0.592,1.428,0.723,8718,1.21,5.494,0.224,2.509,-16.86,-5.997,-23.841,0.412
"NC",2021-04-12,"NC",661197,1.393,552935,1.378,113055,44100,15400,172555,26.097,1.439,0,0,0,0,17550,14300,0,31850,4.817,157728,61092,96636,23.855,91.407,1.462,3887,0.588,2.527,36339,5.496,11.978,1.78,109410,61092,48318,16.547,7.308,9.24,19.787,8.738,11.049,3236,651,0.489,0.098,2585,27659,8680,4.183,1.313,5.002,1.57,18979,3.048,13.25,1.366,8.108,4.953,3.302,2.281,11.555
"PV",2021-04-12,"PV",2220504,4.68,1898123,4.73,384750,148200,52900,585850,26.384,4.885,0,0,0,0,70200,48000,0,118200,5.323,535817,265975,269842,24.13,91.46,4.968,19213,0.865,3.719,164845,7.424,13.193,8.075,400896,265975,134921,18.054,6.076,11.978,21.121,7.108,14.013,17187,2026,0.774,0.091,15161,135459,29386,6.1,1.323,7.136,1.548,106073,4.479,14.532,1.525,7.401,6.154,4.38,11.596,-7.251
"CE",2021-04-12,"CE",84202,0.177,66158,0.165,9000,5800,1300,16100,19.121,0.134,0,0,0,0,1170,1900,0,3070,3.646,15799,8515,7284,18.763,98.13,0.146,107,0.127,0.682,3183,3.78,-15.593,0.156,12157,8515,3642,14.438,4.325,10.113,18.376,5.505,12.871,107,0,0.127,0,107,3174,9,3.77,0.011,4.798,0.014,3165,0.888,-15.27,0,-64,-17.514,-24.294,-10.755,-33.98
"ML",2021-04-12,"ML",87076,0.184,66178,0.165,9000,5800,1200,16000,18.375,0.133,0,0,0,0,1170,1900,0,3070,3.526,13690,6828,6862,15.722,85.562,0.127,204,0.234,1.513,2489,2.858,-7.092,0.122,10259,6828,3431,11.782,3.94,7.841,15.502,5.185,10.318,39,166,0.045,0.191,-127,1488,1001,1.709,1.15,2.248,1.513,487,0.382,-19.13,5.084,19.309,-30.978,-27.717,-27.173,-39.857
"FFAA",2021-04-12,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.714,0,0,0,0,0,30000,0,30000,NA,68476,57826,10650,NA,79.995,0.635,922,NA,1.365,18231,NA,-16.121,0.893,63151,57826,5325,NA,NA,NA,NA,NA,NA,912,10,NA,NA,902,17905,326,NA,NA,NA,NA,17579,1.465,-16.39,0.188,2.194,NA,NA,NA,NA
"ES",2021-04-12,"ES",47450795,100,40129822,100,7717515,3232200,1044000,11993715,25.276,100,0,0,0,0,1247220,1056500,0,2303720,4.855,10784997,4568123,6216874,22.729,89.922,100,184391,0.389,1.739,2041303,4.302,4.443,100,7676560,4568123,3108437,16.178,6.551,9.627,19.129,7.746,11.383,172281,12109,0.363,0.026,160172,1785672,255631,3.763,0.539,4.45,0.637,1530041,2.296,4.725,0.391,2.519,0,0,0,0
