"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-02-02,"EX",1063987,2.242,911213,2.271,50975,0,1000,51975,4.885,2.938,0,0,0,0,11700,0,0,11700,1.1,49703,38927,21552,4.671,95.629,2.971,2361,231,4260,0.222,4.987,14262,5207,18110,1.34,0.317,3.735,38927,28151,10776,3.659,1.013,2.646,4.272,1.183,3.089,231,2130,0.022,0.2,5207,9055,0.489,0.851,0.571,0.994,0.597,-16.138,24.636,13.074,32.516,31.044,38.389,14.853
"GA",2021-02-02,"GA",2701819,5.694,2362643,5.887,87865,0,1800,89665,3.319,5.069,0,0,0,0,21060,0,0,21060,0.779,87736,58671,58130,3.247,97.849,5.244,2018,51,3934,0.075,2.354,17352,329,34046,0.642,-7.923,4.544,58671,29606,29065,2.172,1.076,1.096,2.483,1.23,1.253,51,1967,0.002,0.073,329,17023,0.012,0.63,0.014,0.721,0.087,-5.731,7.259,-7.964,-7.903,-10.976,-17.852,21.995
"RI",2021-02-02,"RI",319914,0.674,270788,0.675,14105,0,200,14305,4.472,0.809,0,0,0,0,2340,0,0,2340,0.731,13215,9737,6956,4.131,92.38,0.79,1425,437,1976,0.445,12.087,3828,805,6046,1.197,45.884,1.003,9737,6259,3478,3.044,1.087,1.956,3.596,1.284,2.311,437,988,0.137,0.309,805,3023,0.252,0.945,0.297,1.116,4.699,78.492,39.679,39.116,17.211,20.03,15.129,23.243
"MD",2021-02-02,"MD",6779888,14.288,5695623,14.193,228075,0,4700,232775,3.433,13.158,0,0,0,0,56160,0,0,56160,0.828,199495,175183,48624,2.942,85.703,11.924,8552,77,16950,0.126,4.479,29994,9755,40478,0.442,17.952,7.855,175183,150871,24312,2.584,0.359,2.225,3.076,0.427,2.649,77,8475,0.001,0.125,9755,20239,0.144,0.299,0.171,0.355,0.044,-20.211,53.514,53.291,-16.545,-7.909,-2.269,-59.297
"MC",2021-02-02,"MC",1511251,3.185,1237479,3.084,59225,0,1200,60425,3.998,3.416,0,0,0,0,14040,0,0,14040,0.929,60731,48151,25160,4.019,100.506,3.63,1994,707,2574,0.132,3.395,12079,5328,13502,0.799,-1.741,3.163,48151,35571,12580,3.186,0.832,2.354,3.891,1.017,2.874,707,1287,0.047,0.085,5328,6751,0.353,0.447,0.431,0.546,1.49,-2.185,11.396,-1.388,13.972,7.253,20.499,-5.669
"NC",2021-02-02,"NC",661197,1.393,552935,1.378,27645,0,500,28145,4.257,1.591,0,0,0,0,7020,0,0,7020,1.062,26779,20459,12640,4.05,95.147,1.601,1663,624,2078,0.252,6.621,8076,3513,9126,1.221,0.161,2.115,20459,14139,6320,3.094,0.956,2.138,3.7,1.143,2.557,624,1039,0.094,0.157,3513,4563,0.531,0.69,0.635,0.825,3.146,-2.172,19.674,2.035,14.932,14.214,17.02,8.39
"PV",2021-02-02,"PV",2220504,4.68,1898123,4.73,74700,0,1400,76100,3.427,4.302,0,0,0,0,18720,0,0,18720,0.843,59582,45523,28118,2.683,78.294,3.561,2320,538,3564,0.104,4.052,10655,1755,17800,0.48,-4.337,2.79,45523,31464,14059,2.05,0.633,1.417,2.398,0.741,1.658,538,1782,0.024,0.08,1755,8900,0.079,0.401,0.092,0.469,1.196,-20.803,14.515,-0.247,-23.91,-8.077,-22.466,-28.231
"CE",2021-02-02,"CE",84202,0.177,66158,0.165,1980,0,200,2180,2.589,0.123,0,0,0,0,0,0,0,0,0,1950,1202,1496,2.316,89.45,0.117,60,0,120,0.071,3.175,121,-124,490,0.144,-38.889,0.032,1202,454,748,1.428,0.888,0.539,1.817,1.131,0.686,0,60,0,0.071,-124,245,-0.147,0.291,-0.187,0.37,0,5.983,8.721,-22.222,-33.898,-30.508,-45.991,0.68
"ML",2021-02-02,"ML",87076,0.184,66178,0.165,1980,0,200,2180,2.504,0.123,0,0,0,0,0,0,0,0,0,2348,1308,2080,2.696,107.706,0.14,235,1,468,0.27,11.122,717,9,1416,0.823,16.966,0.188,1308,268,1040,1.502,1.194,0.308,1.976,1.572,0.405,1,234,0.001,0.269,9,708,0.01,0.813,0.014,1.07,0.077,-10,29.032,17.413,-23.913,-33.152,-43.192,35.374
"FFAA",2021-02-02,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-02-02,"ES",47450795,100,40129822,100,1733355,0,35700,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1673054,1254535,837038,3.526,94.573,100,63793,3166,121254,0.134,3.964,381838,87016,589644,0.805,2.736,100,1254535,836016,418519,2.644,0.882,1.762,3.126,1.043,2.083,3166,60627,0.007,0.128,87016,294822,0.183,0.621,0.217,0.735,0.253,-15.085,16.94,9.52,0,0,0,0
