"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-02-22,"EX",1063987,2.242,911213,2.271,88415,9300,5400,103115,9.691,2.847,0,0,0,0,14040,5000,0,19040,1.789,92842,54953,75778,8.726,90.037,3.004,1258,790,936,0.118,1.374,14804,8031,13546,1.391,3.106,2.8,54953,17064,37889,5.165,3.561,1.604,6.031,4.158,1.873,790,468,0.074,0.044,8031,6773,0.755,0.637,0.881,0.743,1.459,2.332,1.251,4.04,33.988,26.985,29.449,41.141
"GA",2021-02-22,"GA",2701819,5.694,2362643,5.887,153385,23800,9800,186985,6.921,5.162,0,0,0,0,24570,12800,0,37370,1.383,163143,105281,115724,6.038,87.249,5.279,4417,4333,167,0.163,2.783,28625,26106,5038,1.059,4.205,5.414,105281,47419,57862,3.897,2.142,1.755,4.456,2.449,2.007,4333,84,0.16,0.003,26106,2519,0.966,0.093,1.105,0.107,4.292,4.495,0.145,1.287,-7.288,-9.343,-2.331,-15.101
"RI",2021-02-22,"RI",319914,0.674,270788,0.675,23465,2800,1400,27665,8.648,0.764,0,0,0,0,3510,1500,0,5010,1.566,24189,15077,18224,7.561,87.435,0.783,280,192,176,0.088,1.171,3094,2431,1326,0.967,-3.009,0.585,15077,5965,9112,4.713,2.848,1.865,5.568,3.365,2.203,192,88,0.06,0.028,2431,663,0.76,0.207,0.898,0.245,1.29,-6.03,0.975,9.95,16.172,13.353,18.12,12.881
"MD",2021-02-22,"MD",6779888,14.288,5695623,14.193,398895,59800,25400,484095,7.14,13.365,0,0,0,0,65520,32100,0,97620,1.44,378839,210142,337394,5.588,78.257,12.259,2021,1281,1481,0.03,0.536,40506,24505,32002,0.597,-9.748,7.661,210142,41445,168697,3.099,2.488,0.611,3.69,2.962,0.728,1281,741,0.019,0.011,24505,16001,0.361,0.236,0.43,0.281,0.613,-2.908,0.441,-18.533,-14.201,-6.46,-22.331,-1.387
"MC",2021-02-22,"MC",1511251,3.185,1237479,3.084,103685,13300,6600,123585,8.178,3.412,0,0,0,0,16380,7100,0,23480,1.554,106418,60772,91292,7.042,86.109,3.444,2212,1383,1658,0.146,2.123,16040,7847,16386,1.061,0.773,3.034,60772,15126,45646,4.021,3.02,1.001,4.911,3.689,1.222,1383,829,0.092,0.055,7847,8193,0.519,0.542,0.634,0.662,2.329,15.092,1.85,-9.957,8.132,7.127,0.777,19.699
"NC",2021-02-22,"NC",661197,1.393,552935,1.378,46365,5800,2900,55065,8.328,1.52,0,0,0,0,7020,3100,0,10120,1.531,47557,28216,38682,7.193,86.365,1.539,731,432,597,0.111,1.561,7262,3265,7994,1.098,5.292,1.373,28216,8875,19341,4.267,2.925,1.342,5.103,3.498,1.605,432,299,0.065,0.045,3265,3997,0.494,0.605,0.59,0.723,1.555,11.433,1.57,0.756,10.481,9.117,6.942,15.933
"PV",2021-02-22,"PV",2220504,4.68,1898123,4.73,127350,19600,7900,154850,6.974,4.275,0,0,0,0,19890,10500,0,30390,1.369,112681,68123,89116,5.075,72.768,3.646,1763,1550,426,0.079,1.589,14894,11819,6150,0.671,-5.531,2.817,68123,23565,44558,3.068,2.007,1.061,3.589,2.347,1.241,1550,213,0.07,0.01,11819,3075,0.532,0.138,0.623,0.162,2.328,6.305,0.48,-33.843,-22.094,-8.654,-23.108,-20.452
"CE",2021-02-22,"CE",84202,0.177,66158,0.165,4320,800,400,5520,6.556,0.152,0,0,0,0,0,400,0,400,0.475,5209,4123,2172,6.186,94.366,0.169,171,171,0,0.203,3.394,1687,1565,244,2.004,-5.807,0.319,4123,3037,1086,4.897,1.29,3.607,6.232,1.642,4.591,171,0,0.203,0,1565,122,1.859,0.145,2.366,0.184,4.327,-6.231,0,0,-4.52,-14.124,22.732,-48.87
"ML",2021-02-22,"ML",87076,0.184,66178,0.165,3150,800,400,4350,4.996,0.12,0,0,0,0,0,400,0,400,0.459,4094,2832,2524,4.702,94.115,0.132,123,121,5,0.141,3.097,1272,1094,356,1.461,5.385,0.241,2832,1570,1262,3.252,1.449,1.803,4.279,1.907,2.372,121,2,0.139,0.002,1094,178,1.256,0.204,1.653,0.269,4.463,6.111,0.159,1.136,-28.261,-34.783,-18.496,-42.568
"FFAA",2021-02-22,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-02-22,"ES",47450795,100,40129822,100,3012165,418000,192000,3622165,7.634,100,0,0,0,0,483210,224200,0,707410,1.491,3090351,1893290,2394122,6.513,85.318,100,51447,42768,17357,0.108,1.693,528743,401773,253940,1.114,1.005,100,1893290,696229,1197061,3.99,2.523,1.467,4.718,2.983,1.735,42768,8678,0.09,0.018,401773,126970,0.847,0.268,1.001,0.316,2.311,5.179,0.73,-10.265,0,0,0,0
