"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-02-21,"EX",1063987,2.242,911213,2.271,88415,9300,5400,103115,9.691,NA,0,0,0,0,14040,5000,0,19040,1.789,91584,16742,74842,8.608,NA,3.014,1259,0.118,1.394,791,468,14358,1.349,3.221,2.743,54163,37421,16742,NA,NA,NA,NA,791,468,0.074,0.044,7848,6510,0.738,0.612,0.861,0.714,1.482,2.414,1.266,4.21,34.434,NA,NA,NA
"GA",2021-02-21,"GA",2701819,5.694,2362643,5.887,153385,23800,9800,186985,6.921,NA,0,0,0,0,24570,12800,0,37370,1.383,158726,43169,115557,5.875,NA,5.223,4416,0.163,2.862,4333,83,27470,1.017,4.389,5.248,100948,57778,43170,NA,NA,NA,NA,4333,83,0.16,0.003,24983,2487,0.925,0.092,1.057,0.105,4.485,4.711,0.144,1.262,-8.272,NA,NA,NA
"RI",2021-02-21,"RI",319914,0.674,270788,0.675,23465,2800,1400,27665,8.648,NA,0,0,0,0,3510,1500,0,5010,1.566,23909,5861,18048,7.474,NA,0.787,280,0.088,1.185,192,88,3190,0.997,-2.892,0.609,14885,9024,5861,NA,NA,NA,NA,192,88,0.06,0.028,2587,603,0.809,0.188,0.955,0.223,1.307,-5.653,0.985,11.05,16.766,NA,NA,NA
"MD",2021-02-21,"MD",6779888,14.288,5695623,14.193,398895,59800,25400,484095,7.14,NA,0,0,0,0,65520,32100,0,97620,1.44,376818,40905,335913,5.558,NA,12.4,2022,0.03,0.539,1282,740,44881,0.662,-8.882,8.574,208861,167956,40905,NA,NA,NA,NA,1280,740,0.019,0.011,25239,19641,0.372,0.29,0.443,0.345,0.617,-2.833,0.443,-15.639,-13.214,NA,NA,NA
"MC",2021-02-21,"MC",1511251,3.185,1237479,3.084,103685,13300,6600,123585,8.178,NA,0,0,0,0,16380,7100,0,23480,1.554,104206,14572,89634,6.895,NA,3.429,2213,0.146,2.17,1384,829,15917,1.053,0.785,3.041,59389,44817,14572,NA,NA,NA,NA,1384,829,0.092,0.055,6818,9099,0.451,0.602,0.551,0.735,2.386,17.775,1.885,-9.046,7.661,NA,NA,NA
"NC",2021-02-21,"NC",661197,1.393,552935,1.378,46365,5800,2900,55065,8.328,NA,0,0,0,0,7020,3100,0,10120,1.531,46826,8741,38085,7.082,NA,1.541,731,0.111,1.586,433,298,6897,1.043,5.572,1.318,27784,19042,8742,NA,NA,NA,NA,433,298,0.065,0.045,2930,3967,0.443,0.6,0.53,0.717,1.583,12.953,1.59,0.711,10.625,NA,NA,NA
"PV",2021-02-21,"PV",2220504,4.68,1898123,4.73,127350,19600,7900,154850,6.974,NA,0,0,0,0,19890,10500,0,30390,1.369,110918,22228,88690,4.995,NA,3.65,1764,0.079,1.616,1551,213,15766,0.71,-5.23,3.012,66573,44345,22228,NA,NA,NA,NA,1551,213,0.07,0.01,11118,4648,0.501,0.209,0.586,0.245,2.385,6.75,0.483,-25.285,-22.009,NA,NA,NA
"CE",2021-02-21,"CE",84202,0.177,66158,0.165,4320,800,400,5520,6.556,NA,0,0,0,0,0,400,0,400,0.475,5038,2866,2172,5.983,NA,0.166,172,0.204,3.535,172,0,1791,2.127,-5.438,0.342,3952,1086,2866,NA,NA,NA,NA,172,0,0.204,0,1669,122,1.982,0.145,2.523,0.184,4.55,-5.759,0,-0.813,-6.215,NA,NA,NA
"ML",2021-02-21,"ML",87076,0.184,66178,0.165,3150,800,400,4350,4.996,NA,0,0,0,0,0,400,0,400,0.459,3971,1452,2519,4.56,NA,0.131,123,0.141,3.196,120,3,1207,1.386,5.599,0.231,2711,1260,1451,NA,NA,NA,NA,120,3,0.138,0.003,1031,176,1.184,0.202,1.558,0.266,4.631,6.398,0.239,1.149,-28.804,NA,NA,NA
"FFAA",2021-02-21,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-02-21,"ES",47450795,100,40129822,100,3012165,418000,192000,3622165,7.634,NA,0,0,0,0,483210,224200,0,707410,1.491,3038904,662139,2376765,6.404,NA,100,51446,0.108,1.722,42767,8679,523484,1.103,1.015,100,1850522,1188383,662139,NA,NA,NA,NA,42769,8679,0.09,0.018,381991,141494,0.805,0.298,0.952,0.353,2.366,5.462,0.736,-9.309,0,NA,NA,NA
