"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-04-08,"EX",1063987,2.242,911213,2.271,211265,70900,28100,310265,29.161,2.587,0,0,0,0,32760,23000,0,55760,5.241,268347,185400,165894,25.221,86.49,2.735,13480,10696,5568,1.267,5.289,36787,30533,12508,3.457,3.977,2.504,185400,102453,82947,17.425,7.796,9.629,20.347,9.103,11.244,10696,2784,1.005,0.262,30533,6254,2.87,0.588,3.351,0.686,6.122,2.302,3.473,13.01,21.989,15.388,21.751,22.482
"GA",2021-04-08,"GA",2701819,5.694,2362643,5.887,532465,180300,73600,786365,29.105,6.556,0,0,0,0,105300,58400,0,163700,6.059,624745,441900,365690,23.123,79.447,6.367,39896,33252,13288,1.477,6.822,125875,105427,40896,4.659,18.305,8.567,441900,259055,182845,16.356,6.767,9.588,18.704,7.739,10.965,33252,6644,1.231,0.246,105427,20448,3.902,0.757,4.462,0.865,8.137,24.433,3.771,-5.652,11.819,15.139,14.282,6.316
"RI",2021-04-08,"RI",319914,0.674,270788,0.675,59735,21300,7800,88835,27.768,0.741,9360,0,0,9360,9360,6900,0,16260,5.083,73374,48895,48958,22.936,82.596,0.748,1592,1370,444,0.498,2.218,7488,4989,4998,2.341,-10.495,0.51,48895,24416,24479,15.284,7.652,7.632,18.057,9.04,9.017,1370,222,0.428,0.069,4989,2499,1.559,0.781,1.842,0.923,2.883,-1.695,0.915,-24.066,10.979,9.941,6.792,20.22
"MD",2021-04-08,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.218,0,0,0,0,157950,146700,0,304650,4.493,1287142,868436,837412,18.985,81.189,13.119,47919,36749,22340,0.707,3.867,194150,152353,83594,2.864,7.297,13.213,868436,449730,418706,12.809,6.176,6.633,15.247,7.351,7.896,36749,11170,0.542,0.165,152353,41797,2.247,0.616,2.675,0.734,4.419,14.289,2.741,-12.267,-8.182,-7.489,-10.502,-2.969
"MC",2021-04-08,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,2.994,0,0,0,0,31590,32700,0,64290,4.254,270112,175605,189014,17.873,75.224,2.753,5849,2202,7294,0.387,2.213,23687,17138,13098,1.567,-12.397,1.612,175605,81098,94507,11.62,6.254,5.366,14.191,7.637,6.553,2202,3647,0.146,0.241,17138,6549,1.134,0.433,1.385,0.529,1.27,-21.508,4.014,25.821,-13.564,-5.997,-18.809,-1.744
"NC",2021-04-08,"NC",661197,1.393,552935,1.378,113055,44100,15400,172555,26.097,1.439,0,0,0,0,17550,14300,0,31850,4.817,141125,95628,90994,21.344,81.786,1.438,4032,2335,3394,0.61,2.941,19736,13877,11718,2.985,2.557,1.343,95628,50131,45497,14.463,6.881,7.582,17.295,8.228,9.066,2335,1697,0.353,0.257,13877,5859,2.099,0.886,2.51,1.06,2.503,8.814,3.874,-9.737,3.23,3.302,1.055,8.107
"PV",2021-04-08,"PV",2220504,4.68,1898123,4.73,384750,148200,52900,585850,26.384,4.885,70200,0,0,70200,70200,48000,0,118200,5.323,460502,336044,248916,20.739,78.604,4.693,14683,6368,16630,0.661,3.293,89531,70607,37848,4.032,19.617,6.093,336044,211586,124458,15.134,5.605,9.529,17.704,6.557,11.147,6368,8315,0.287,0.374,70607,18924,3.18,0.852,3.72,0.997,1.932,9.913,7.159,78.377,0.278,4.38,5.743,-11.94
"CE",2021-04-08,"CE",84202,0.177,66158,0.165,9000,5800,1300,16100,19.121,0.134,0,0,0,0,1170,1900,0,3070,3.646,15133,11493,7280,17.972,93.994,0.154,775,774,2,0.92,5.398,3907,3868,78,4.64,24.745,0.266,11493,7853,3640,13.649,4.323,9.326,17.372,5.502,11.87,774,1,0.919,0.001,3868,39,4.594,0.046,5.847,0.059,7.221,25.016,0.027,2.632,-12.994,-24.294,-4.632,-32.082
"ML",2021-04-08,"ML",87076,0.184,66178,0.165,9000,5800,1200,16000,18.375,0.133,0,0,0,0,1170,1900,0,3070,3.526,12597,9960,5274,14.467,78.731,0.128,1015,868,294,1.166,8.764,2184,1970,428,2.508,86.826,0.149,9960,7323,2637,11.438,3.028,8.41,15.05,3.985,11.066,868,147,0.997,0.169,1970,214,2.262,0.246,2.977,0.323,9.547,78.766,5.904,219.403,-30.435,-27.717,-20.081,-52.427
"FFAA",2021-04-08,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.714,0,0,0,0,0,30000,0,30000,NA,62296,57042,10508,NA,72.776,0.635,4235,4013,444,NA,7.294,22197,21934,526,NA,8.516,1.511,57042,51788,5254,NA,NA,NA,NA,NA,NA,4013,222,NA,NA,21934,263,NA,NA,NA,NA,7.568,7.446,4.412,541.463,NA,NA,NA,NA
"ES",2021-04-08,"ES",47450795,100,40129822,100,7717515,3232200,1044000,11993715,25.276,100,84240,0,0,84240,1247220,1056500,0,2303720,4.855,9811529,6791079,6040900,20.677,81.806,100,453682,375063,157238,0.956,4.848,1469374,1245939,446870,3.097,11.09,100,6791079,3770629,3020450,14.312,6.365,7.946,16.923,7.527,9.396,375063,78619,0.79,0.166,1245939,223435,2.626,0.471,3.105,0.557,5.846,13.068,2.672,1.218,0,0,0,0
