"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_primera","dosis_diarias_pauta_completa","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_7D_admin","dosis_7D_primera","dosis_7D_pauta_completa","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_1dosis","personas_pauta_completa","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_1dosis","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","porc_personas_1dosis_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa"
"EX",2021-03-05,"EX",1063987,2.242,911213,2.271,115325,26200,10900,152425,14.326,2.73,0,0,0,0,12870,8100,5500,26470,2.488,125191,82015,86352,11.766,82.133,2.8,3905,2392,3026,0.367,3.22,17991,13423,9136,1.691,-2.877,2.078,82015,38839,43176,7.708,4.058,3.65,9.001,4.738,4.262,2392,1513,0.225,0.142,13423,4568,1.262,0.429,1.473,0.501,3.004,-12.679,3.632,44.924,24.888,21.766,16.894,43.443
"GA",2021-03-05,"GA",2701819,5.694,2362643,5.887,222415,66700,19900,309015,11.437,5.534,0,0,0,0,43290,20600,10100,73990,2.739,255614,187052,137124,9.461,82.719,5.716,11402,4923,12958,0.422,4.669,55182,45309,19746,2.042,1.731,6.372,187052,118490,68562,6.923,2.538,4.386,7.917,2.902,5.015,4923,6479,0.182,0.24,45309,9873,1.677,0.365,1.918,0.418,2.703,-10.304,10.436,164.763,0.386,-2.81,4.989,-10.286
"RI",2021-03-05,"RI",319914,0.674,270788,0.675,31655,7800,2700,42155,13.177,0.755,0,0,0,0,3510,2400,1300,7210,2.254,33316,22987,20658,10.414,79.032,0.745,2641,2055,1172,0.826,8.61,6617,5493,2248,2.068,39.071,0.764,22987,12658,10329,7.185,3.229,3.957,8.489,3.814,4.675,2055,586,0.642,0.183,5493,1124,1.717,0.351,2.029,0.415,9.818,30.197,6.015,108.534,10.534,12.018,8.963,14.139
"MD",2021-03-05,"MD",6779888,14.288,5695623,14.193,529935,167200,51300,748435,11.039,13.403,0,0,0,0,65520,51600,25900,143020,2.109,598738,420822,355832,8.831,79.999,13.39,26065,25014,2102,0.384,4.551,181111,174976,12270,2.671,0.446,20.915,420822,242906,177916,6.207,2.624,3.583,7.389,3.124,4.265,25014,1051,0.369,0.016,174976,6135,2.581,0.09,3.072,0.108,6.32,0.1,0.594,11.424,-6.285,-6.194,-5.869,-7.246
"MC",2021-03-05,"MC",1511251,3.185,1237479,3.084,134105,37200,13400,184705,12.222,3.308,0,0,0,0,12870,11500,6800,31170,2.063,137200,86031,102338,9.079,74.281,3.068,7062,7011,102,0.467,5.427,19369,18115,2508,1.282,19.643,2.237,86031,34862,51169,5.693,3.386,2.307,6.952,4.135,2.817,7011,51,0.464,0.003,18115,1254,1.199,0.083,1.464,0.101,8.872,25.563,0.1,-28.831,-3.673,3.862,-13.664,19.689
"NC",2021-03-05,"NC",661197,1.393,552935,1.378,62745,16200,5900,84845,12.832,1.519,0,0,0,0,7020,5000,3000,15020,2.272,68249,44579,47340,10.322,80.44,1.526,2001,1225,1552,0.303,3.02,11215,8819,4792,1.696,3.641,1.295,44579,20909,23670,6.742,3.58,3.162,8.062,4.281,3.781,1225,776,0.185,0.117,8819,2396,1.334,0.362,1.595,0.433,2.826,0.57,3.39,16.764,9.548,9.045,2.244,26.546
"PV",2021-03-05,"PV",2220504,4.68,1898123,4.73,177660,54800,16000,248460,11.189,4.45,0,0,0,0,29250,16900,8100,54250,2.443,155955,103503,104904,7.023,62.769,3.488,10989,8731,4516,0.495,7.58,33397,27102,12590,1.504,32.428,3.857,103503,51051,52452,4.661,2.362,2.299,5.453,2.763,2.69,8731,2258,0.393,0.102,27102,6295,1.221,0.283,1.428,0.332,9.213,30.978,4.499,39.055,-25.47,-4.915,-29.315,-16.508
"CE",2021-03-05,"CE",84202,0.177,66158,0.165,5490,2200,600,8290,9.845,0.148,0,0,0,0,1170,700,200,2070,2.458,7104,5527,3154,8.437,85.694,0.159,669,382,574,0.795,10.396,832,391,882,0.988,73.695,0.096,5527,3950,1577,6.564,1.873,4.691,8.354,2.384,5.971,382,287,0.454,0.341,391,441,0.464,0.524,0.591,0.667,7.425,40.143,22.248,120.5,-10.169,-16.384,-0.455,-33.793
"ML",2021-03-05,"ML",87076,0.184,66178,0.165,4320,2200,600,7120,8.177,0.128,0,0,0,0,1170,700,200,2070,2.377,5403,4127,2552,6.205,75.885,0.121,175,175,0,0.201,3.347,693,684,18,0.796,3.279,0.08,4127,2851,1276,4.74,1.465,3.274,6.236,1.928,4.308,175,0,0.201,0,684,9,0.786,0.01,1.034,0.014,4.428,3.48,0,-10,-34.239,-30.435,-28.116,-48.215
"FFAA",2021-03-05,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES",2021-03-05,"ES",47450795,100,40129822,100,4026555,1169800,387600,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4471577,3129092,2684970,9.424,80.079,100,242485,208913,67144,0.511,5.734,865942,767240,197404,1.825,9.207,100,3129092,1786607,1342485,6.594,2.829,3.765,7.797,3.345,4.452,208913,33572,0.44,0.071,767240,98702,1.617,0.208,1.912,0.246,7.154,7.186,2.565,27.967,0,0,0,0
